gene,K_EN,K_RF,K_XGB,K_mean,K_median,K_std,K_IQR,K_final,threshold_instability_score,threshold_method_EN,threshold_method_RF,threshold_method_XGB,fallback_used,fallback_reason,K_EN_orig,K_RF_orig,K_XGB_orig,K_mean_orig
RCN1,0.8169633463163388,0.8240369946371957,0.9082685426399731,0.8497562945311693,0.8240369946371957,0.041475064871972264,0.045652598161817104,0.8497562945311693,0.041475064871972264,linear_coefficient_crossing,polynomial_shap_crossing,polynomial_shap_crossing,no,None,4.626554202898548,4.752901587111199,6.257420228072407,5.212292006027386
CTTN,0.5581351227863373,0.8387800076291247,0.8354104415217126,0.7441085239790581,0.8354104415217126,0.13151024790823873,0.1403224424213937,0.7441085239790581,0.13151024790823873,linear_coefficient_crossing,polynomial_shap_crossing,polynomial_shap_crossing,no,None,6.482338840579718,7.709907631370555,7.695168812260124,7.295805094736799
SDC1,0.7495399794829235,0.7688820566996445,0.9377428581249206,0.8187216314358295,0.7688820566996445,0.08453034283497024,0.09410143932099857,0.8187216314358295,0.08453034283497024,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,4.813254545454545,5.194631952975242,8.524144805078125,6.1773437678359695
TPX2,0.6073744887059959,0.966439069078539,0.5951758516115382,0.7229964697986911,0.6073744887059959,0.17221193540680635,0.18563160873350038,0.7229964697986911,0.17221193540680635,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-0.17947855072463972,5.605949500527961,-0.3760290909090903,1.6834806196314123
TOP2A,0.664384521012934,0.9400818745185795,0.688422808369664,0.7642964013003924,0.688422808369664,0.12468589671829405,0.13784867675282275,0.7642964013003924,0.12468589671829405,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,0.535461739130435,4.893134108640667,0.9154109090909093,2.1146689189540044
PTPRR,0.5566234072874768,0.568220369602873,0.5077221786536467,0.5441886518479988,0.5566234072874768,0.02621672664746668,0.030249095474613186,0.5441886518479988,0.02621672664746668,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-1.1646933333333327,-0.9813268039872144,-1.9379,-1.3613067124401823
ETV1,0.6804527817412096,0.6290222338893162,0.6828255137102078,0.6641001764469112,0.6804527817412096,0.02482275843931166,0.026901639910445807,0.6641001764469112,0.02482275843931166,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,1.1044182608695647,0.267699820921897,1.1430200000000001,0.8383793605971537
DOCK5,0.8068709606353742,0.9207466706426878,0.818280288756981,0.8486326400116809,0.818280288756981,0.05120461081083721,0.05693785500365678,0.8486326400116809,0.05120461081083721,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,1.9825872463768106,3.668892922878114,2.1515400000000002,2.601006723084975
EDIL3,0.6686550448703797,0.582397496959316,0.6423981048281633,0.6311502155526197,0.6423981048281633,0.03610149953278518,0.04312877395553194,0.6311502155526197,0.03610149953278518,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,1.3988617391304339,-0.06719742243037968,0.9525909090909094,0.76141840859699
DNTTIP1,0.7574775819549118,0.7863078617990584,0.7574775819549118,0.767087675236294,0.7574775819549118,0.013590724254201294,0.014415139922073328,0.767087675236294,0.013590724254201294,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.5013181818181818,4.013888844139281,3.5013181818181818,3.6721750692585466
DSG2,0.7892972527297847,0.9399097361359608,0.7892972527297847,0.8395014138651767,0.7892972527297847,0.0709994055652357,0.07530624170308808,0.8395014138651767,0.0709994055652357,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.801990909090909,6.429139518393182,3.801990909090909,4.677707112191666
CAPN9,0.48119203302805713,0.4676188747537623,0.9020412376590881,0.6169507151469692,0.48119203302805713,0.2016655848611086,0.21721118145266294,0.6169507151469692,0.2016655848611086,linear_coefficient_crossing,youden_index_fallback,polynomial_shap_crossing,yes,RF: No RF SHAP zero-crossing found,-1.771580869565214,-2.0027181818181816,5.395060236096611,0.5402537282377384
ANKLE2,0.8723688577723029,0.8633110872067616,0.8723688577723029,0.8693496009171224,0.8723688577723029,0.004269873992884083,0.004528885282770623,0.8693496009171224,0.004269873992884083,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.275098181818182,4.12723551199806,4.275098181818182,4.225810625211475
CDH3,0.6589750915684525,0.6583351866940997,0.9795470682938374,0.7656191155187965,0.6589750915684525,0.1512701316705805,0.1606059407998689,0.7656191155187965,0.1512701316705805,linear_coefficient_crossing,youden_index_fallback,polynomial_shap_crossing,yes,RF: No RF SHAP zero-crossing found,2.0477113043478283,2.0360454545454534,7.8919307832376315,3.99189584737697
COL17A1,0.5507342072721645,0.030860617642098197,0.9947088022709274,0.5254345423950634,0.5507342072721645,0.39389582847519694,0.4819240923144145,0.5254345423950634,0.39389582847519694,linear_coefficient_crossing,polynomial_shap_crossing,polynomial_shap_crossing,no,None,0.8269933333333348,-9.361021390006037,9.52760786898359,0.3311932707702958
DPCR1,0.4249694598250433,0.4249694598250433,0.4249694598250433,0.4249694598250433,0.4249694598250433,0.0,0.0,0.4249694598250433,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-1.7116181818181826,-1.7116181818181826,-1.7116181818181826,-1.7116181818181833
COLGALT1,0.8523413848219697,0.9444009881999672,0.8523413848219697,0.8830279192813023,0.8523413848219697,0.04339731321461733,0.04602980168899873,0.8830279192813023,0.04339731321461733,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.587247272727272,6.1590913527238795,4.587247272727272,5.11119529939281
LMNB1,0.7536663318841537,0.8187676156709661,0.7536663318841537,0.7753667598130912,0.7536663318841537,0.030689039486403287,0.032550641893406285,0.7753667598130912,0.030689039486403287,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,1.8632945454545455,2.885085235002083,1.8632945454545455,2.2038914419703914
UACA,0.8570501217569774,0.9485741509315679,0.8570501217569774,0.8875581314818409,0.8570501217569774,0.04314484111391227,0.04576201458729534,0.8875581314818409,0.04314484111391227,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.019458181818182,5.512938137486234,4.019458181818182,4.517284833707533
SPARC,0.7518529403166269,0.9361733329927779,0.7518529403166269,0.8132930712086771,0.7518529403166269,0.08688946638151579,0.09216019633807548,0.8132930712086771,0.08688946638151579,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,7.802890909090909,12.15897161328492,7.802890909090909,9.25491781048891
NT5C2,0.8682965726625589,0.9604559220544099,0.938488284178912,0.9224135929652936,0.938488284178912,0.03930337723650222,0.04607967469592544,0.9224135929652936,0.03930337723650222,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,4.58606909090909,6.130576843302062,5.762419003382803,5.493021645864651
TXN,0.8559219416960783,0.8890142628298092,0.8559219416960783,0.8669527154073219,0.8559219416960783,0.015599869785909371,0.01654616056686542,0.8669527154073219,0.015599869785909371,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,6.582423636363636,7.222223954698966,6.582423636363636,6.795690409142081
PLS1,0.7594397546405329,0.7594397546405329,0.7594397546405329,0.759439754640533,0.7594397546405329,1.1102230246251565e-16,0.0,0.759439754640533,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.836,2.836,2.836,2.836000000000002
RNF145,0.8088336370354198,0.0016423346751046313,0.8088336370354198,0.5397698695819814,0.8088336370354198,0.38051362907585307,0.40359565118015756,0.5397698695819814,0.38051362907585307,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.044492727272727,-9.937352135691707,4.044492727272727,-0.6161222270487521
LOXL1,0.7456719164366511,0.8434680618197335,0.7456719164366511,0.7782706315643453,0.7456719164366511,0.046101545049522054,0.04889807269154123,0.7782706315643453,0.046101545049522054,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.8119800000000015,5.618959378243217,3.8119800000000015,4.414306459414409
SLC16A1,0.7176798774401656,0.5292202757210848,0.8284982944598178,0.6917994825403561,0.7176798774401656,0.12354264919498564,0.14963900936936647,0.6917994825403561,0.12354264919498564,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,1.3751927272727271,-1.6029024369727018,3.1263785985423787,0.9662229629474677
CLDN12,0.805650131495029,0.805650131495029,0.805650131495029,0.805650131495029,0.805650131495029,0.0,0.0,0.805650131495029,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.607954545454545,3.607954545454545,3.607954545454545,3.607954545454545
PKM,0.8113617306432034,0.8040054329892078,0.7987943931531775,0.8047205189285296,0.8040054329892078,0.005155450437644578,0.00628366874501296,0.8047205189285296,0.005155450437644578,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,7.546631594202901,7.38785326563906,7.275378181818182,7.403287680553381
PYGB,0.7711624104929587,0.8078794807735609,0.7711624104929587,0.7834014339198262,0.7711624104929587,0.017308592920477872,0.018358535140301058,0.7834014339198262,0.017308592920477872,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.56236,5.254083902137348,4.56236,4.792934634045784
IDO1,0.5209846943029529,0.8914858299436458,0.49041629025611766,0.6342956048342389,0.5209846943029529,0.18228862782295413,0.20053476984376406,0.6342956048342389,0.18228862782295413,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-0.4030217391304375,6.397600705781608,-0.9641109090909085,1.6768226858534216
PSMB8,0.839005834785503,0.0018939697290309334,0.839005834785503,0.5599685464333456,0.839005834785503,0.39461831759543303,0.41855593252823603,0.5599685464333456,0.39461831759543303,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,5.61621636363636,-9.930625194192437,5.61621636363636,0.4339358443600947
TMEM173,0.8181535122346647,0.8422649817880461,0.8181535122346647,0.8261906687524584,0.8181535122346647,0.011366255750379306,0.01205573477669064,0.8261906687524584,0.011366255750379306,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.1183036363636365,4.5333705289903214,4.1183036363636365,4.256659267239195
MMP13,0.2735167571831004,0.24547176876260945,0.24547176876260945,0.25482009823610646,0.24547176876260945,0.013220534326951576,0.014022494210245484,0.25482009823610646,0.013220534326951576,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-5.071682608695629,-5.5735,-5.5735,-5.406227536231876
PXDN,0.7169660210736699,0.7169660210736699,0.7169660210736699,0.7169660210736698,0.7169660210736699,1.1102230246251565e-16,0.0,0.7169660210736698,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.8787654545454548,1.8787654545454548,1.8787654545454548,1.8787654545454533
CALM2,0.8804761346725599,0.36149277185256123,0.8804761346725599,0.7074816803992271,0.8804761346725599,0.24465110344867963,0.25949168140999934,0.7074816803992271,0.24465110344867963,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,7.724814545454546,-2.7026510786611535,7.724814545454546,4.248992670749313
SLC44A4,0.7740984388681964,0.7740984388681964,0.7740984388681964,0.7740984388681964,0.7740984388681964,0.0,0.0,0.7740984388681964,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,4.548390909090909,4.548390909090909,4.548390909090909,4.548390909090909
LGR5,0.48599215083132247,0.48599215083132247,0.963642075206897,0.6452087922898473,0.48599215083132247,0.22516633370614025,0.23882496218778732,0.6452087922898473,0.22516633370614025,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,-2.6349,-2.6349,4.570162519250915,-0.23321249358302865
TIMP1,0.8127320901664025,0.8127320901664025,0.8127320901664025,0.8127320901664025,0.8127320901664025,0.0,0.0,0.8127320901664025,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,8.438518181818182,8.438518181818182,8.438518181818182,8.438518181818184
KIF4A,0.568126912538124,0.4678629611657251,0.5574328177517244,0.5311408971518579,0.5574328177517244,0.044956748123976195,0.050131975686199426,0.5311408971518579,0.044956748123976195,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-1.8600492753623166,-3.2905652015680165,-2.0126272727272716,-2.3877472498858676
